No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture speciale,Surface terrain,Type de voie_AV,Type de voie_BD,Type de voie_CHE,Type de voie_CITE,Type de voie_FG,Type de voie_GR,Type de voie_PL,Type de voie_QUAI,Type de voie_RTE,Type de voie_RUE,Type de voie_SQ,Type de voie_VOIE,Type local_Dépendance,Type local_Local industriel. commercial ou assimilé,Type local_Maison,Nature culture_AG,Nature culture_BT,Nature culture_Inconnu,Nature culture_J,Nature culture_L,Nature culture_P,Nature culture_S,Nature culture_T,Nature culture_VE,Nature culture_VI
1,2/4/24,Vente,"102000,00",1.0,,2750,DE L ILE DE FRANCE,25000,BESANCON,25,56,,EO,87,,132.0,"100,14",,,,,,,,,1,4.0,,0.21604340421177437,-0.645308037048133,,-0.0006982601324978525,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,25/04/2024,Vente,"72000,00",9.0,,3650,NICOLAS BRUAND,25000,BESANCON,25,56,,BH,13,,116.0,,149.0,"28,05",,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,25/04/2024,Vente,"72000,00",9.0,,3650,NICOLAS BRUAND,25000,BESANCON,25,56,,BH,13,,116.0,,149.0,"28,05",,,,,,,2,2.0,,-0.0550109186038919,-0.021979156575208856,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,25/04/2024,Vente,"72000,00",9.0,,3650,NICOLAS BRUAND,25000,BESANCON,25,56,,BH,13,,206.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,19/04/2024,Vente,"105000,00",32.0,,2230,GABRIEL PLANCON,25000,BESANCON,25,56,,IK,120,,43.0,,72.0,"78,05",,,,,,,2,2.0,,0.12207790563567673,2.4713363653164877,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,19/04/2024,Vente,"105000,00",32.0,,2230,GABRIEL PLANCON,25000,BESANCON,25,56,,IK,120,,43.0,,72.0,"78,05",,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,19/04/2024,Vente,"90000,00",100.0,I,1620,DE DOLE,25000,BESANCON,25,56,,DY,67,,308.0,,309.0,,,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,19/04/2024,Vente,"90000,00",100.0,I,1620,DE DOLE,25000,BESANCON,25,56,,DY,67,,308.0,,309.0,,,,,,,,2,2.0,,0.05702486815991683,1.2246786043706395,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,19/04/2024,Vente,"90000,00",100.0,A,1620,DE DOLE,25000,BESANCON,25,56,,DY,67,,334.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,24/04/2024,Vente,"109000,00",4.0,,1470,DES CRAS,25000,BESANCON,25,56,,BP,3,,26.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,24/04/2024,Vente,"109000,00",4.0,,1470,DES CRAS,25000,BESANCON,25,56,,BP,3,,12.0,,26.0,,,,,,,,2,2.0,,0.010042118871868004,0.6013497238977152,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,19/04/2024,Vente,"15000,00",4.0,,5270,DE VIGNIER,25000,BESANCON,25,56,,AX,215,,36.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,22/04/2024,Vente,"65000,00",144.0,E,390,DE BELFORT,25000,BESANCON,25,56,,CK,13,,124.0,"62,11",125.0,,126.0,,,,,,3,2.0,,0.06425298343500126,1.8480074848435637,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,22/04/2024,Vente,"65000,00",144.0,E,390,DE BELFORT,25000,BESANCON,25,56,,CK,13,,124.0,"62,11",125.0,,126.0,,,,,,3,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,22/04/2024,Vente,"65000,00",144.0,E,390,DE BELFORT,25000,BESANCON,25,56,,CK,13,,124.0,"62,11",125.0,,126.0,,,,,,3,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,3/4/24,Vente,"85000,00",144.0,D,390,DE BELFORT,25000,BESANCON,25,56,,CK,13,,94.0,"52,79",95.0,,96.0,,,,,,3,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,3/4/24,Vente,"85000,00",144.0,D,390,DE BELFORT,25000,BESANCON,25,56,,CK,13,,94.0,"52,79",95.0,,96.0,,,,,,3,2.0,,0.024498349422036873,1.2246786043706395,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,3/4/24,Vente,"85000,00",144.0,D,390,DE BELFORT,25000,BESANCON,25,56,,CK,13,,94.0,"52,79",95.0,,96.0,,,,,,3,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,4/4/24,Vente,"120570,00",67.0,C,330,BATTANT,25000,BESANCON,25,56,,AZ,121,,4.0,"64,28",,,,,,,,,1,2.0,,0.03895457997220574,0.6013497238977152,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,12/4/24,Vente,"74000,00",8.0,,480,DES BOUCHERIES,25000,BESANCON,25,56,,AD,100,,3.0,,36.0,,,,,,,,2,2.0,,-0.033326572778638604,-0.021979156575208856,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,12/4/24,Vente,"74000,00",8.0,,480,DES BOUCHERIES,25000,BESANCON,25,56,,AD,100,,3.0,,36.0,,,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,10/4/24,Vente,"253140,00",14.0,,4210,DE LA PREFECTURE,25000,BESANCON,25,56,,AS,16,,10.0,,9.0,,,,,,,,2,2.0,,0.14737630909847224,1.8480074848435637,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,10/4/24,Vente,"84000,00",19.0,,1277,DE CLEMETIGNEY,25000,BESANCON,25,56,,CO,193,,47.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,10/4/24,Vente,"84000,00",21.0,,1277,DE CLEMETIGNEY,25000,BESANCON,25,56,,CO,193,,5.0,,,,,,,,,,1,2.0,,-0.02248439986601195,0.6013497238977152,,-0.0006982601324978525,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5/4/24,Vente,"196500,00",21.0,A,2860,JEAN WYRSCH,25000,BESANCON,25,56,,BK,163,,106.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,5/4/24,Vente,"196500,00",21.0,A,2860,JEAN WYRSCH,25000,BESANCON,25,56,,BK,163,,100.0,,117.0,,,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,5/4/24,Vente,"196500,00",21.0,A,2860,JEAN WYRSCH,25000,BESANCON,25,56,,BK,163,,100.0,,117.0,,,,,,,,2,2.0,,0.2015871736616055,1.2246786043706395,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,10/4/24,Vente,"180000,00",5.0,,490,DU BOUGNEY,25000,BESANCON,25,56,,HY,312,,62.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,10/4/24,Vente,"180000,00",5.0,,490,DU BOUGNEY,25000,BESANCON,25,56,,HY,312,,104.0,,36.0,,,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,10/4/24,Vente,"180000,00",5.0,,490,DU BOUGNEY,25000,BESANCON,25,56,,HY,312,,104.0,,36.0,,,,,,,,2,2.0,,0.07870921398517013,1.2246786043706395,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,26/04/2024,Vente,"292000,00",8.0,,5180,VICTOR DELAVELLE,25000,BESANCON,25,56,,CW,79,,11.0,"108,52",42.0,,81.0,,,,,,3,2.0,,0.23049963476194324,2.4713363653164877,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,26/04/2024,Vente,"292000,00",8.0,,5180,VICTOR DELAVELLE,25000,BESANCON,25,56,,CW,79,,11.0,"108,52",42.0,,81.0,,,,,,3,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,26/04/2024,Vente,"292000,00",14.0,,5180,VICTOR DELAVELLE,25000,BESANCON,25,56,,CW,79,,433.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,26/04/2024,Vente,"292000,00",8.0,,5180,VICTOR DELAVELLE,25000,BESANCON,25,56,,CW,79,,11.0,"108,52",42.0,,81.0,,,,,,3,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,25/04/2024,Vente,"159550,00",3.0,,5350,DE VITTEL,25000,BESANCON,25,56,,CV,415,,47.0,"79,14",7.0,,,,,,,,2,2.0,,0.14376225146093002,1.8480074848435637,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,25/04/2024,Vente,"159550,00",3.0,,5350,DE VITTEL,25000,BESANCON,25,56,,CV,415,,20.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,25/04/2024,Vente,"159550,00",3.0,,5350,DE VITTEL,25000,BESANCON,25,56,,CV,415,,47.0,"79,14",7.0,,,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,12/4/24,Vente,"350000,00",,,B296,VIGNES DE CHAUDANNE,25000,BESANCON,25,56,,IN,468,,,,,,,,,,,,0,,,0.0006235630426947613,,,0.32720070217573904,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,12/4/24,Vente,"350000,00",5.0,,1547,DES 2 LYS,25000,BESANCON,25,56,,IN,495,,,,,,,,,,,,0,2.0,,-0.015256284590927515,0.6013497238977152,,-0.11617040402474318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,12/4/24,Vente,"350000,00",5.0,,1547,DES 2 LYS,25000,BESANCON,25,56,,IN,495,,,,,,,,,,,,0,2.0,,-0.05139686096634968,-0.021979156575208856,,-0.11617040402474318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,12/4/24,Vente,"95000,00",1.0,,1830,DE L EPITAPHE,25000,BESANCON,25,56,,HP,236,,16.0,"62,88",2.0,,,,,,,,2,2.0,,0.06786704107254347,1.2246786043706395,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,12/4/24,Vente,"95000,00",1.0,,1830,DE L EPITAPHE,25000,BESANCON,25,56,,HP,236,,16.0,"62,88",2.0,,,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,25/04/2024,Vente,"177730,00",20.0,,2950,JULES VIETTE,25000,BESANCON,25,56,,DY,246,,,,,,,,,,,,0,3.0,,-0.1598185900926162,-0.645308037048133,,-0.668550009149221,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1,25/04/2024,Vente,"177730,00",20.0,,2950,JULES VIETTE,25000,BESANCON,25,56,,DY,246,,,,,,,,,,,,0,1.0,,0.25941209586228103,2.4713363653164877,,-0.668550009149221,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,11/4/24,Vente,"300,00",49.0,,420,BERSOT,25000,BESANCON,25,56,,AH,26,,53.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,11/4/24,Vente,"300,00",49.0,,420,BERSOT,25000,BESANCON,25,56,,AH,26,,53.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,11/4/24,Vente,"300,00",49.0,,420,BERSOT,25000,BESANCON,25,56,,AH,26,,53.0,,,,,,,,,,1,2.0,,0.09677950217288121,1.2246786043706395,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,11/4/24,Vente,"300,00",49.0,,420,BERSOT,25000,BESANCON,25,56,,AH,26,,53.0,,,,,,,,,,1,2.0,,-0.004414111678300864,0.6013497238977152,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,11/4/24,Vente,"300,00",49.0,,420,BERSOT,25000,BESANCON,25,56,,AH,26,,54.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,11/4/24,Vente,"300,00",49.0,,420,BERSOT,25000,BESANCON,25,56,,AH,26,,53.0,,,,,,,,,,1,2.0,,0.093165444535339,0.6013497238977152,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,11/4/24,Vente,"300,00",49.0,,420,BERSOT,25000,BESANCON,25,56,,AH,26,,53.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,11/4/24,Vente,"300,00",49.0,,420,BERSOT,25000,BESANCON,25,56,,AH,26,,53.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,11/4/24,Vente,"300,00",49.0,,420,BERSOT,25000,BESANCON,25,56,,AH,26,,53.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,11/4/24,Vente,"300,00",49.0,,420,BERSOT,25000,BESANCON,25,56,,AH,26,,53.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,11/4/24,Vente,"300,00",49.0,,420,BERSOT,25000,BESANCON,25,56,,AH,26,,53.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,11/4/24,Vente,"300,00",49.0,,420,BERSOT,25000,BESANCON,25,56,,AH,26,,53.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,9/4/24,Vente,"146000,00",29.0,C,2630,HENRI ET MAURICE BAIGUE,25000,BESANCON,25,56,,BN,293,,186.0,,209.0,"69,05",,,,,,,2,2.0,,0.08955138689779678,1.2246786043706395,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,9/4/24,Vente,"146000,00",29.0,C,2630,HENRI ET MAURICE BAIGUE,25000,BESANCON,25,56,,BN,293,,248.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,9/4/24,Vente,"146000,00",29.0,C,2630,HENRI ET MAURICE BAIGUE,25000,BESANCON,25,56,,BN,293,,186.0,,209.0,"69,05",,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,26/04/2024,Vente,"137800,00",7.0,,4280,PROUDHON,25000,BESANCON,25,56,,AC,169,,7.0,"74,39",8.0,,9.0,,,,,,3,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,26/04/2024,Vente,"137800,00",7.0,,4280,PROUDHON,25000,BESANCON,25,56,,AC,169,,7.0,"74,39",8.0,,9.0,,,,,,3,2.0,,0.12930602091076115,1.2246786043706395,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,26/04/2024,Vente,"137800,00",7.0,,4280,PROUDHON,25000,BESANCON,25,56,,AC,169,,7.0,"74,39",8.0,,9.0,,,,,,3,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,19/04/2024,Vente,"78500,00",4.0,,5355,DU VIVARAIS,25000,BESANCON,25,56,,LR,55,,28.0,"80,68",,,,,,,,,1,2.0,,0.11846384799813452,1.8480074848435637,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,22/04/2024,Vente,"352000,00",33.0,,5240,DE VIEILLEY,25000,BESANCON,25,56,,BT,55,,,,,,,,,,,,0,1.0,,0.093165444535339,1.2246786043706395,POTAG,-0.3069352771417355,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1,22/04/2024,Vente,"352000,00",33.0,,5240,DE VIEILLEY,25000,BESANCON,25,56,,BT,55,,,,,,,,,,,,0,1.0,,0.093165444535339,1.2246786043706395,,-0.5029409434762276,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,12/4/24,Vente,"131200,00",1.0,,3897,PAUL GAUGUIN,25000,BESANCON,25,56,,EK,194,,13.0,"81,75",67.0,,,,,,,,2,2.0,,0.10039355981042343,1.8480074848435637,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,12/4/24,Vente,"131200,00",5.0,,3897,PAUL GAUGUIN,25000,BESANCON,25,56,,EK,194,,167.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,12/4/24,Vente,"131200,00",1.0,,3897,PAUL GAUGUIN,25000,BESANCON,25,56,,EK,194,,13.0,"81,75",,,,,,,,,1,4.0,,-0.12367801371719403,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,12/4/24,Vente,"131200,00",1.0,,3897,PAUL GAUGUIN,25000,BESANCON,25,56,,EK,194,,13.0,"81,75",67.0,,,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,12/4/24,Vente,"131200,00",1.0,,3897,PAUL GAUGUIN,25000,BESANCON,25,56,,EK,194,,13.0,"81,75",67.0,,,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,12/4/24,Vente,"82000,00",64.0,,4490,RIVOTTE,25000,BESANCON,25,56,,DI,38,,21.0,"45,71",,,,,,,,,1,2.0,,0.00281400359678357,-0.021979156575208856,,-0.0006982601324978525,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,12/4/24,Vente,"82000,00",64.0,,4490,RIVOTTE,25000,BESANCON,25,56,,DI,38,,22.0,,,,,,,,,,1,2.0,,-0.004414111678300864,0.6013497238977152,,-0.0006982601324978525,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,12/4/24,Vente,"82000,00",64.0,,4490,RIVOTTE,25000,BESANCON,25,56,,DI,38,,21.0,"45,71",,,,,,,,,1,2.0,,0.04256863760974796,0.6013497238977152,,-0.0006982601324978525,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,24/04/2024,Vente,"8000,00",144.0,,390,DE BELFORT,25000,BESANCON,25,56,,CK,13,,181.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,12/4/24,Vente,"242000,00",2.0,,2950,JULES VIETTE,25000,BESANCON,25,56,,DY,154,,,,,,,,,,,,0,1.0,,0.08593732926025456,1.8480074848435637,,-0.6968502925237199,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,25/04/2024,Vente,"186500,00",38.0,,2180,DES FRERES CHAFFANJON,25000,BESANCON,25,56,,CS,498,,40.0,,,,,,,,,,1,2.0,,0.2232715194868588,1.8480074848435637,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,25/04/2024,Vente,"186500,00",38.0,,2180,DES FRERES CHAFFANJON,25000,BESANCON,25,56,,CS,498,,38.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,25/04/2024,Vente,"186500,00",38.0,,2180,DES FRERES CHAFFANJON,25000,BESANCON,25,56,,CS,498,,37.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,25/04/2024,Vente,"186500,00",38.0,,2180,DES FRERES CHAFFANJON,25000,BESANCON,25,56,,CS,505,,,,,,,,,,,,0,,,0.0006235630426947613,,,-0.4473885353707299,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,24/04/2024,Vente,"10000,00",144.0,,390,DE BELFORT,25000,BESANCON,25,56,,CK,13,,189.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,15/04/2024,Vente,"21000,00",,,B249,ROCHE BOIMIER,25000,BESANCON,25,56,,KA,111,,,,,,,,,,,,0,,,0.0006235630426947613,,,-0.25243102767973774,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,2/5/24,Vente,"119000,00",1.0,,955,PARC DES CHAPRAIS,25000,BESANCON,25,56,,BP,213,,24.0,,34.0,"66,05",,,,,,,2,2.0,,0.08593732926025456,1.8480074848435637,,-0.0006982601324978525,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,2/5/24,Vente,"119000,00",1.0,,955,PARC DES CHAPRAIS,25000,BESANCON,25,56,,BP,213,,24.0,,34.0,"66,05",,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,3/5/24,Vente,"73500,00",110.0,,820,DE CHALEZEULE,25000,BESANCON,25,56,,CO,186,,58.0,"73,75",,,,,,,,,1,2.0,,0.09677950217288121,1.8480074848435637,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
