Valeur fonciere,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Nature culture,Surface terrain
"69150,00",55.0,"26,52",56.0,,2,2.0,Appartement,25.0,1.0,,
"174415,00",41.0,"121,45",,,1,1.0,Maison,106.0,5.0,,
"64700,00",56.0,,64.0,"22,28",2,2.0,Appartement,22.0,1.0,,
"64700,00",56.0,,64.0,"22,28",2,3.0,Dépendance,0.0,0.0,,
"158050,00",25.0,"69,20",26.0,,3,2.0,Appartement,74.0,2.0,,
"158050,00",25.0,"69,20",26.0,,3,3.0,Dépendance,0.0,0.0,,
"231000,00",32.0,,57.0,"92,40",2,3.0,Dépendance,0.0,0.0,,
"231000,00",32.0,,57.0,"92,40",2,3.0,Dépendance,0.0,0.0,,
"231000,00",26.0,,,,1,3.0,Dépendance,0.0,0.0,,
"231000,00",32.0,,57.0,"92,40",2,2.0,Appartement,92.0,5.0,,
"74000,00",122.0,,53.0,"78,64",2,2.0,Appartement,80.0,4.0,,
"74000,00",122.0,,53.0,"78,64",2,3.0,Dépendance,0.0,0.0,,
"73000,00",240.0,,30.0,,3,2.0,Appartement,54.0,2.0,,
"73000,00",176.0,,,,1,3.0,Dépendance,0.0,0.0,,
"69500,00",27.0,"66,86",47.0,,3,2.0,Appartement,66.0,4.0,,
"69500,00",504.0,,,,1,3.0,Dépendance,0.0,0.0,,
"69500,00",27.0,"66,86",47.0,,3,3.0,Dépendance,0.0,0.0,,
"69500,00",27.0,"66,86",47.0,,3,3.0,Dépendance,0.0,0.0,,
"200000,00",,,,,0,4.0,Local industriel. commercial ou assimilé,1200.0,0.0,S,5261.0
"175750,00",13.0,"94,84",58.0,,2,2.0,Appartement,87.0,4.0,,
"175750,00",13.0,"94,84",58.0,,2,3.0,Dépendance,0.0,0.0,,
"276700,00",,,,,0,1.0,Maison,98.0,5.0,S,395.0
"95500,00",165.0,,25.0,"56,66",3,2.0,Appartement,56.0,3.0,,
"95500,00",165.0,,25.0,"56,66",3,3.0,Dépendance,0.0,0.0,,
"95500,00",165.0,,25.0,"56,66",3,3.0,Dépendance,0.0,0.0,,
"95500,00",165.0,,25.0,"56,66",3,3.0,Dépendance,0.0,0.0,,
"1,00",,,,,0,,,,,,
"1,00",,,,,0,,,,,,
"1,00",,,,,0,,,,,S,389.0
"136650,00",79.0,,80.0,,2,3.0,Dépendance,0.0,0.0,,
"136650,00",79.0,,80.0,,2,2.0,Appartement,60.0,3.0,,
"14000000,00",2.0,,,,1,4.0,Local industriel. commercial ou assimilé,38.0,0.0,,
"14000000,00",3.0,,,,1,4.0,Local industriel. commercial ou assimilé,26.0,0.0,,
"14000000,00",2.0,,,,1,4.0,Local industriel. commercial ou assimilé,2176.0,0.0,,
"14000000,00",,,,,0,,,,,S,48.0
"14000000,00",,,,,0,,,,,S,396.0
"14000000,00",,,,,0,,,,,S,367.0
"14000000,00",,,,,0,,,,,S,924.0
"14000000,00",,,,,0,,,,,S,6410.0
"14000000,00",,,,,0,,,,,S,8126.0
"14000000,00",,,,,0,,,,,AG,1466.0
"14000000,00",,,,,0,,,,,,
"14000000,00",,,,,0,,,,,,
"14000000,00",,,,,0,,,,,,
"14000000,00",,,,,0,,,,,,
"14000000,00",,,,,0,,,,,,
"14000000,00",,,,,0,,,,,,
"14000000,00",,,,,0,,,,,,
"14000000,00",,,,,0,,,,,,
"14000000,00",,,,,0,,,,,,
"14000000,00",,,,,0,,,,,S,4153.0
"14000000,00",,,,,0,,,,,S,840.0
"14000000,00",,,,,0,,,,,S,8615.0
"14000000,00",,,,,0,,,,,S,10684.0
"93000,00",128.0,,,,1,4.0,Local industriel. commercial ou assimilé,10.0,0.0,,
"93000,00",242.0,"19,30",243.0,,2,4.0,Local industriel. commercial ou assimilé,19.0,0.0,,
"93000,00",127.0,,,,1,4.0,Local industriel. commercial ou assimilé,10.0,0.0,,
"93000,00",244.0,"19,46",245.0,,2,4.0,Local industriel. commercial ou assimilé,19.0,0.0,,
"103000,00",332.0,,,,1,3.0,Dépendance,0.0,0.0,,
"103000,00",16.0,,7.0,"60,46",2,2.0,Appartement,66.0,3.0,,
"103000,00",16.0,,7.0,"60,46",2,3.0,Dépendance,0.0,0.0,,
"5000,00",15.0,"37,58",,,1,4.0,Local industriel. commercial ou assimilé,37.0,0.0,,
"15000,00",,,,,0,,,,,P,4510.0
"138000,00",131.0,"67,13",72.0,,2,2.0,Appartement,74.0,3.0,,
"138000,00",16.0,,,,1,3.0,Dépendance,0.0,0.0,,
"138000,00",131.0,"67,13",72.0,,2,3.0,Dépendance,0.0,0.0,,
"138000,00",131.0,"67,13",72.0,,2,3.0,Dépendance,0.0,0.0,,
"400000,00",,,,,0,1.0,Maison,145.0,5.0,S,1267.0
"400000,00",,,,,0,,,,,S,29.0
"252000,00",,,,,0,1.0,Maison,120.0,8.0,S,605.0
"111000,00",3.0,,,,1,2.0,Appartement,45.0,2.0,,
"49000,00",59.0,,6.0,,2,4.0,Local industriel. commercial ou assimilé,64.0,0.0,,
"90000,00",378.0,,,,1,3.0,Dépendance,0.0,0.0,,
"90000,00",17.0,,68.0,,2,2.0,Appartement,75.0,4.0,,
"90000,00",17.0,,68.0,,2,3.0,Dépendance,0.0,0.0,,
"162800,00",57.0,,,,1,2.0,Appartement,79.0,4.0,,
"162800,00",161.0,,,,1,3.0,Dépendance,0.0,0.0,,
"162800,00",125.0,,,,1,3.0,Dépendance,0.0,0.0,,
"285600,00",104.0,,14.0,"137,07",4,3.0,Dépendance,0.0,0.0,,
"285600,00",104.0,,14.0,"137,07",4,2.0,Appartement,140.0,4.0,,
"200000,00",13.0,,7.0,"174,40",2,4.0,Local industriel. commercial ou assimilé,101.0,0.0,,
"200000,00",13.0,,,,1,3.0,Dépendance,0.0,0.0,,
"4500,00",27.0,,,,1,3.0,Dépendance,0.0,0.0,,
"286000,00",15.0,,62.0,"152,65",2,2.0,Appartement,78.0,2.0,,
"286000,00",323.0,,,,1,3.0,Dépendance,0.0,0.0,,
"286000,00",2.0,,65.0,,2,3.0,Dépendance,0.0,0.0,,
"286000,00",2.0,,65.0,,2,2.0,Appartement,78.0,2.0,,
"286000,00",15.0,,62.0,"152,65",2,3.0,Dépendance,0.0,0.0,,
"3000,00",,,,,0,,,,,L,277.0
"71300,00",7.0,,,,1,2.0,Appartement,1.0,0.0,,
"71300,00",13.0,,6.0,"37,14",2,2.0,Appartement,38.0,1.0,,
"335000,00",41.0,,,,1,3.0,Dépendance,0.0,0.0,,
"335000,00",25.0,"112,65",5.0,,2,2.0,Appartement,113.0,4.0,,
"335000,00",19.0,,,,1,3.0,Dépendance,0.0,0.0,,
"335000,00",25.0,"112,65",5.0,,2,3.0,Dépendance,0.0,0.0,,
"15000,00",2062.0,,,,1,,,,,,
"12500,00",2051.0,,,,1,,,,,,
"15000,00",2109.0,,,,1,,,,,,
"6000,00",2031.0,,,,1,,,,,,
"10500,00",196.0,,,,1,3.0,Dépendance,0.0,0.0,,
"99750,00",90.0,,,,1,2.0,Appartement,20.0,2.0,,
"99750,00",85.0,,97.0,,2,2.0,Appartement,20.0,2.0,,
"145000,00",121.0,"57,97",81.0,,2,3.0,Dépendance,0.0,0.0,,
"145000,00",121.0,"57,97",81.0,,2,2.0,Appartement,59.0,3.0,,
"6000,00",2011.0,,,,1,,,,,,
"140000,00",1.0,"46,44",,,1,2.0,Appartement,46.0,2.0,,
"140000,00",455.0,,,,1,3.0,Dépendance,0.0,0.0,,
"117030,00",5.0,"62,04",9.0,"12,50",2,2.0,Appartement,33.0,2.0,,
"117030,00",5.0,"62,04",9.0,"12,50",2,3.0,Dépendance,0.0,0.0,,
"148500,00",60.0,,62.0,"79,56",2,3.0,Dépendance,0.0,0.0,,
"148500,00",59.0,,,,1,4.0,Local industriel. commercial ou assimilé,11.0,0.0,,
"148500,00",60.0,,62.0,"79,56",2,2.0,Appartement,84.0,3.0,,
"100000,00",1.0,"185,70",,,1,4.0,Local industriel. commercial ou assimilé,185.0,0.0,,
"500,00",307.0,,,,1,4.0,Local industriel. commercial ou assimilé,53.0,0.0,,
"525000,00",,,,,0,1.0,Maison,109.0,5.0,S,1006.0
"525000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,1050.0
"525000,00",,,,,0,,,,,BT,8632.0
"525000,00",,,,,0,,,,,P,7030.0
"525000,00",,,,,0,,,,,AG,2032.0
"525000,00",,,,,0,,,,,P,4938.0
"70500,00",85.0,"63,75",86.0,,3,3.0,Dépendance,0.0,0.0,,
"70500,00",85.0,"63,75",86.0,,3,2.0,Appartement,64.0,4.0,,
"70500,00",85.0,"63,75",86.0,,3,3.0,Dépendance,0.0,0.0,,
"350000,00",33.0,"51,18",,,1,4.0,Local industriel. commercial ou assimilé,50.0,0.0,,
"350000,00",32.0,"97,17",,,1,4.0,Local industriel. commercial ou assimilé,63.0,0.0,,
"299700,00",,,,,0,1.0,Maison,90.0,5.0,S,589.0
"299700,00",,,,,0,3.0,Dépendance,0.0,0.0,S,589.0
"299700,00",,,,,0,3.0,Dépendance,0.0,0.0,S,589.0
"299700,00",,,,,0,3.0,Dépendance,0.0,0.0,S,589.0
"49900,00",39.0,,41.0,"25,29",2,3.0,Dépendance,0.0,0.0,,
"49900,00",39.0,,41.0,"25,29",2,2.0,Appartement,25.0,1.0,,
"138500,00",52.0,"76,11",63.0,,2,2.0,Appartement,85.0,4.0,,
"138500,00",52.0,"76,11",63.0,,2,3.0,Dépendance,0.0,0.0,,
"135000,00",360.0,,407.0,"81,00",2,2.0,Appartement,82.0,3.0,,
"135000,00",360.0,,407.0,"81,00",2,3.0,Dépendance,0.0,0.0,,
"135000,00",309.0,,,,1,3.0,Dépendance,0.0,0.0,,
"24000,00",16.0,,,,1,3.0,Dépendance,0.0,0.0,,
"24000,00",17.0,,,,1,3.0,Dépendance,0.0,0.0,,
"8900,00",198.0,,,,1,3.0,Dépendance,0.0,0.0,,
"102750,00",31.0,,70.0,,2,3.0,Dépendance,0.0,0.0,,
"102750,00",31.0,,70.0,,2,2.0,Appartement,61.0,4.0,,
"67000,00",37.0,,,,1,3.0,Dépendance,0.0,0.0,,
"67000,00",76.0,,,,1,2.0,Appartement,24.0,2.0,,
"14000,00",2071.0,,,,1,,,,,,
"6000,00",2012.0,,,,1,,,,,,
"14000,00",2107.0,,,,1,,,,,,
"15000,00",2072.0,,,,1,,,,,,
"12500,00",2077.0,,,,1,,,,,,
"155000,00",,,,,0,,,,,P,777.0
"230000,00",,,,,0,,,,,S,70.0
"230000,00",,,,,0,2.0,Appartement,32.0,1.0,S,868.0
"230000,00",,,,,0,2.0,Appartement,32.0,1.0,S,868.0
"230000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,868.0
"230000,00",,,,,0,2.0,Appartement,32.0,1.0,S,868.0
"230000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,868.0
"106029,00",16.0,,62.0,"73,29",2,3.0,Dépendance,0.0,0.0,,
"106029,00",285.0,,,,1,3.0,Dépendance,0.0,0.0,,
"106029,00",16.0,,62.0,"73,29",2,2.0,Appartement,69.0,4.0,,
"87000,00",57.0,,74.0,"39,06",2,3.0,Dépendance,0.0,0.0,,
"87000,00",57.0,,74.0,"39,06",2,2.0,Appartement,39.0,2.0,,
"73000,00",52.0,,89.0,"28,75",2,2.0,Appartement,28.0,1.0,,
"73000,00",52.0,,89.0,"28,75",2,3.0,Dépendance,0.0,0.0,,
"153000,00",,,,,0,1.0,Maison,30.0,1.0,S,628.0
"500,00",,,,,0,,,,,S,15.0
"14000,00",372.0,,,,1,3.0,Dépendance,0.0,0.0,,
"13000,00",188.0,,,,1,3.0,Dépendance,0.0,0.0,,
"11000,00",79.0,,,,1,3.0,Dépendance,0.0,0.0,,
"117000,00",41.0,,83.0,"62,95",2,3.0,Dépendance,0.0,0.0,,
"117000,00",41.0,,83.0,"62,95",2,2.0,Appartement,64.0,4.0,,
"110000,00",12.0,"31,35",,,1,2.0,Appartement,34.0,1.0,,
"110000,00",49.0,,,,1,3.0,Dépendance,0.0,0.0,,
"91000,00",2.0,"74,10",,,1,2.0,Appartement,68.0,4.0,,
"91000,00",2.0,"74,10",,,1,3.0,Dépendance,0.0,0.0,,
"120900,00",471.0,,485.0,"68,46",2,3.0,Dépendance,0.0,0.0,,
"120900,00",471.0,,485.0,"68,46",2,3.0,Dépendance,0.0,0.0,,
"120900,00",471.0,,485.0,"68,46",2,2.0,Appartement,67.0,4.0,,
"105000,00",1047.0,"35,78",,,1,2.0,Appartement,36.0,2.0,,
"127500,00",255.0,"106,66",275.0,,2,3.0,Dépendance,0.0,0.0,,
"127500,00",255.0,"106,66",275.0,,2,2.0,Appartement,106.0,6.0,,
"127500,00",874.0,,,,1,3.0,Dépendance,0.0,0.0,,
"127500,00",782.0,,,,1,3.0,Dépendance,0.0,0.0,,
"153000,00",311.0,"59,00",,,1,2.0,Appartement,59.0,3.0,,
"153000,00",25.0,,,,1,3.0,Dépendance,0.0,0.0,,
"16800,00",,,,,0,,,,,J,120.0
"104000,00",67.0,"67,30",68.0,,3,3.0,Dépendance,0.0,0.0,,
"104000,00",67.0,"67,30",68.0,,3,3.0,Dépendance,0.0,0.0,,
"104000,00",67.0,"67,30",68.0,,3,2.0,Appartement,70.0,4.0,,
"165000,00",116.0,"77,38",142.0,,3,2.0,Appartement,76.0,4.0,,
"165000,00",116.0,"77,38",142.0,,3,3.0,Dépendance,0.0,0.0,,
"165000,00",116.0,"77,38",142.0,,3,3.0,Dépendance,0.0,0.0,,
"94400,00",190.0,,,,1,3.0,Dépendance,0.0,0.0,,
"94400,00",176.0,"28,87",,,1,2.0,Appartement,29.0,1.0,,
"110000,00",12.0,"72,56",52.0,,2,2.0,Appartement,77.0,3.0,,
"110000,00",104.0,,,,1,3.0,Dépendance,0.0,0.0,,
"110000,00",83.0,,,,1,3.0,Dépendance,0.0,0.0,,
"110000,00",12.0,"72,56",52.0,,2,3.0,Dépendance,0.0,0.0,,
"90000,00",17.0,"39,01",7.0,,2,3.0,Dépendance,0.0,0.0,,
"90000,00",17.0,"39,01",7.0,,2,2.0,Appartement,37.0,2.0,,
"549000,00",,,,,0,,,,,P,15.0
"549000,00",,,,,0,,,,,AB,21.0
"549000,00",,,,,0,,,,,P,1136.0
"549000,00",,,,,0,1.0,Maison,190.0,7.0,S,646.0
"549000,00",,,,,0,,,,,AB,93.0
"549000,00",,,,,0,,,,,AB,265.0
"549000,00",,,,,0,,,,,P,139.0
"549000,00",,,,,0,,,,,AB,35.0
"1300000,00",,,,,0,4.0,Local industriel. commercial ou assimilé,700.0,0.0,S,1890.0
"83000,00",29.0,,,,1,3.0,Dépendance,0.0,0.0,,
"83000,00",22.0,,41.0,"68,02",2,3.0,Dépendance,0.0,0.0,,
"83000,00",22.0,,41.0,"68,02",2,2.0,Appartement,69.0,3.0,,
"269000,00",11.0,,,,1,3.0,Dépendance,0.0,0.0,,
"269000,00",58.0,"85,51",,,1,2.0,Appartement,86.0,3.0,,
"269000,00",24.0,,,,1,3.0,Dépendance,0.0,0.0,,
"72120,00",24.0,"27,68",8.0,,2,2.0,Appartement,30.0,1.0,,
"72120,00",24.0,"27,68",8.0,,2,3.0,Dépendance,0.0,0.0,,
"10500,00",105.0,,,,1,3.0,Dépendance,0.0,0.0,,
"112000,00",432.0,,444.0,"46,79",2,3.0,Dépendance,0.0,0.0,,
"112000,00",432.0,,444.0,"46,79",2,2.0,Appartement,47.0,2.0,,
"253355,00",243.0,"101,45",52.0,,2,3.0,Dépendance,0.0,0.0,,
"253355,00",20.0,,,,1,3.0,Dépendance,0.0,0.0,,
"253355,00",243.0,"101,45",52.0,,2,2.0,Appartement,106.0,5.0,,
"138550,00",11.0,"35,20",,,1,2.0,Appartement,35.0,1.0,,
"103000,00",6.0,"49,41",,,1,3.0,Dépendance,0.0,0.0,,
"103000,00",6.0,"49,41",,,1,2.0,Appartement,54.0,3.0,,
"135000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,154.0
"135000,00",,,,,0,2.0,Appartement,83.0,4.0,S,154.0
"135000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,154.0
"96000,00",119.0,,,,1,3.0,Dépendance,0.0,0.0,,
"96000,00",406.0,,424.0,"68,11",2,2.0,Appartement,75.0,4.0,,
"96000,00",406.0,,424.0,"68,11",2,3.0,Dépendance,0.0,0.0,,
"133400,00",30.0,"70,45",,,1,2.0,Appartement,68.0,4.0,,
"133400,00",30.0,"70,45",,,1,3.0,Dépendance,0.0,0.0,,
"475000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,390.0
"475000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,390.0
"475000,00",,,,,0,1.0,Maison,142.0,8.0,S,390.0
"203600,00",208.0,"98,24",47.0,,2,2.0,Appartement,99.0,4.0,,
"203600,00",208.0,"98,24",47.0,,2,3.0,Dépendance,0.0,0.0,,
"203600,00",27.0,,,,1,3.0,Dépendance,0.0,0.0,,
"200000,00",,,,,0,1.0,Maison,87.0,4.0,S,1000.0
"325000,00",1.0,"143,57",10.0,,3,3.0,Dépendance,0.0,0.0,,
"325000,00",8.0,,,,1,3.0,Dépendance,0.0,0.0,,
"325000,00",8.0,,,,1,2.0,Appartement,159.0,5.0,,
"325000,00",1.0,"143,57",10.0,,3,2.0,Appartement,168.0,5.0,,
"325000,00",,,,,0,,,,,S,206.0
"40000,00",209.0,,210.0,"50,78",2,4.0,Local industriel. commercial ou assimilé,281.0,0.0,,
"79200,00",9.0,,,,1,3.0,Dépendance,0.0,0.0,,
"79200,00",28.0,"30,83",,,1,2.0,Appartement,31.0,1.0,,
"125000,00",115.0,,22.0,"42,89",2,3.0,Dépendance,0.0,0.0,,
"125000,00",115.0,,22.0,"42,89",2,2.0,Appartement,42.0,2.0,,
"125000,00",44.0,,,,1,3.0,Dépendance,0.0,0.0,,
"105000,00",79.0,"67,23",80.0,,3,3.0,Dépendance,0.0,0.0,,
"105000,00",79.0,"67,23",80.0,,3,3.0,Dépendance,0.0,0.0,,
"105000,00",275.0,,,,1,3.0,Dépendance,0.0,0.0,,
"105000,00",79.0,"67,23",80.0,,3,2.0,Appartement,66.0,4.0,,
"2464,00",,,,,0,,,,,L,294.0
"295350,00",,,,,0,3.0,Dépendance,0.0,0.0,S,206.0
"295350,00",,,,,0,1.0,Maison,73.0,5.0,S,206.0
"85800,00",128.0,,,,1,4.0,Local industriel. commercial ou assimilé,13.0,0.0,,
"85800,00",2.0,"51,75",3.0,,2,4.0,Local industriel. commercial ou assimilé,5432.0,0.0,,
"85800,00",216.0,,,,1,4.0,Local industriel. commercial ou assimilé,12.0,0.0,,
"48000,00",303.0,,,,1,2.0,Appartement,40.0,2.0,,
"11250,00",35.0,,,,1,3.0,Dépendance,0.0,0.0,,
"146000,00",72.0,,,,1,3.0,Dépendance,0.0,0.0,,
"146000,00",20.0,,43.0,,2,3.0,Dépendance,0.0,0.0,,
"146000,00",20.0,,43.0,,2,2.0,Appartement,50.0,2.0,,
"150000,00",3.0,"76,14",4.0,,2,2.0,Appartement,75.0,2.0,,
"150000,00",3.0,"76,14",4.0,,2,3.0,Dépendance,0.0,0.0,,
"150000,00",3.0,"76,14",4.0,,2,3.0,Dépendance,0.0,0.0,,
"146000,00",63.0,,73.0,"76,83",3,2.0,Appartement,73.0,5.0,,
"146000,00",63.0,,73.0,"76,83",3,3.0,Dépendance,0.0,0.0,,
"146000,00",63.0,,73.0,"76,83",3,3.0,Dépendance,0.0,0.0,,
"103500,00",20.0,,5.0,"63,73",2,3.0,Dépendance,0.0,0.0,,
"103500,00",20.0,,5.0,"63,73",2,2.0,Appartement,55.0,4.0,,
"156700,00",3.0,,,,1,3.0,Dépendance,0.0,0.0,,
"156700,00",37.0,"61,62",,,1,2.0,Appartement,61.0,3.0,,
"113000,00",18.0,,27.0,"65,87",2,3.0,Dépendance,0.0,0.0,,
"113000,00",18.0,,27.0,"65,87",2,2.0,Appartement,66.0,3.0,,
"240000,00",1006.0,,,,1,3.0,Dépendance,0.0,0.0,,
"240000,00",858.0,,,,1,3.0,Dépendance,0.0,0.0,,
"240000,00",248.0,,249.0,,3,2.0,Appartement,117.0,6.0,,
"240000,00",248.0,,249.0,,3,3.0,Dépendance,0.0,0.0,,
"240000,00",248.0,,249.0,,3,3.0,Dépendance,0.0,0.0,,
"240000,00",248.0,,249.0,,3,3.0,Dépendance,0.0,0.0,,
"190300,00",41.0,,43.0,,10,3.0,Dépendance,0.0,0.0,,
"190300,00",41.0,,43.0,,10,3.0,Dépendance,0.0,0.0,,
"190300,00",46.0,,47.0,,6,2.0,Appartement,71.0,3.0,,
"190300,00",104.0,,106.0,,5,2.0,Appartement,90.0,4.0,,
"190300,00",105.0,,3.0,,12,2.0,Appartement,43.0,2.0,,
"190300,00",41.0,,43.0,,10,2.0,Appartement,70.0,2.0,,
"190300,00",38.0,,,,1,3.0,Dépendance,0.0,0.0,,
"190300,00",402.0,"13,00",,,1,3.0,Dépendance,0.0,0.0,,
"190300,00",405.0,,,,1,3.0,Dépendance,0.0,0.0,,
"190300,00",404.0,,,,1,3.0,Dépendance,0.0,0.0,,
"190300,00",4.0,,,,1,3.0,Dépendance,0.0,0.0,,
"190300,00",1.0,,,,1,3.0,Dépendance,0.0,0.0,,
"190300,00",46.0,,47.0,,6,3.0,Dépendance,0.0,0.0,,
"190300,00",46.0,,47.0,,6,3.0,Dépendance,0.0,0.0,,
"190300,00",105.0,,3.0,,12,3.0,Dépendance,0.0,0.0,,
"190300,00",41.0,,43.0,,10,3.0,Dépendance,0.0,0.0,,
"190300,00",41.0,,43.0,,10,3.0,Dépendance,0.0,0.0,,
"190300,00",104.0,,106.0,,5,3.0,Dépendance,0.0,0.0,,
"190300,00",503.0,"13,00",,,1,3.0,Dépendance,0.0,0.0,,
"190300,00",54.0,,,,1,3.0,Dépendance,0.0,0.0,,
"190300,00",41.0,,43.0,,10,3.0,Dépendance,0.0,0.0,,
"190300,00",104.0,,106.0,,5,3.0,Dépendance,0.0,0.0,,
"50000,00",567.0,,,,1,4.0,Local industriel. commercial ou assimilé,12.0,0.0,,
"50000,00",841.0,"86,88",,,1,4.0,Local industriel. commercial ou assimilé,87.0,0.0,,
"50000,00",566.0,,,,1,4.0,Local industriel. commercial ou assimilé,12.0,0.0,,
"73000,00",103.0,,109.0,"37,28",2,2.0,Appartement,37.0,1.0,,
"73000,00",103.0,,109.0,"37,28",2,3.0,Dépendance,0.0,0.0,,
"51000,00",94.0,"14,98",,,1,2.0,Appartement,15.0,1.0,,
"174000,00",25.0,,,,1,2.0,Appartement,60.0,3.0,,
"174000,00",32.0,,,,1,3.0,Dépendance,0.0,0.0,,
"174000,00",28.0,,,,1,3.0,Dépendance,0.0,0.0,,
"62000,00",37.0,,38.0,,3,3.0,Dépendance,0.0,0.0,,
"62000,00",37.0,,38.0,,3,2.0,Appartement,87.0,5.0,,
"62000,00",37.0,,38.0,,3,3.0,Dépendance,0.0,0.0,,
"62000,00",142.0,,,,1,3.0,Dépendance,0.0,0.0,,
"10000,00",,,,,0,,,,,VE,526.0
"10000,00",,,,,0,,,,,J,1761.0
"63250,00",107.0,"26,47",,,1,2.0,Appartement,26.0,1.0,,
"90000,00",69.0,,78.0,"68,09",2,3.0,Dépendance,0.0,0.0,,
"90000,00",406.0,,,,1,3.0,Dépendance,0.0,0.0,,
"90000,00",69.0,,78.0,"68,09",2,2.0,Appartement,74.0,4.0,,
"113400,00",195.0,,243.0,"60,15",2,3.0,Dépendance,0.0,0.0,,
"113400,00",195.0,,243.0,"60,15",2,2.0,Appartement,68.0,3.0,,
"79000,00",24.0,"34,96",,,1,2.0,Appartement,36.0,2.0,,
"13000,00",11.0,,,,1,3.0,Dépendance,0.0,0.0,,
"99000,00",34.0,"61,55",35.0,,3,3.0,Dépendance,0.0,0.0,,
"99000,00",34.0,"61,55",35.0,,3,3.0,Dépendance,0.0,0.0,,
"99000,00",34.0,"61,55",35.0,,3,2.0,Appartement,62.0,4.0,,
"65050,00",95.0,"17,93",,,1,4.0,Local industriel. commercial ou assimilé,18.0,0.0,,
"51000,00",178.0,,,,1,3.0,Dépendance,0.0,0.0,,
"51000,00",178.0,,,,1,2.0,Appartement,51.0,2.0,,
"51000,00",180.0,"24,36",,,1,2.0,Appartement,24.0,1.0,,
"51000,00",178.0,,,,1,3.0,Dépendance,0.0,0.0,,
"123500,00",127.0,"51,38",49.0,,2,3.0,Dépendance,0.0,0.0,,
"123500,00",208.0,,,,1,3.0,Dépendance,0.0,0.0,,
"123500,00",127.0,"51,38",49.0,,2,2.0,Appartement,51.0,2.0,,
"65000,00",500.0,,510.0,"58,46",2,2.0,Appartement,64.0,3.0,,
"65000,00",500.0,,510.0,"58,46",2,3.0,Dépendance,0.0,0.0,,
"65000,00",591.0,,,,1,3.0,Dépendance,0.0,0.0,,
"107000,00",5.0,"52,55",,,1,2.0,Appartement,46.0,3.0,,
"107000,00",12.0,,,,1,3.0,Dépendance,0.0,0.0,,
"240560,00",,,,,0,1.0,Maison,105.0,4.0,S,164.0
"12500,00",2104.0,,,,1,,,,,,
"225000,00",179.0,,,,1,3.0,Dépendance,0.0,0.0,,
"225000,00",118.0,,137.0,"81,98",2,2.0,Appartement,82.0,3.0,,
"225000,00",118.0,,137.0,"81,98",2,3.0,Dépendance,0.0,0.0,,
"105000,00",191.0,,237.0,"69,83",2,3.0,Dépendance,0.0,0.0,,
"105000,00",191.0,,237.0,"69,83",2,2.0,Appartement,69.0,4.0,,
"53000,00",2.0,,7.0,"18,72",2,2.0,Appartement,20.0,1.0,,
"53000,00",2.0,,7.0,"18,72",2,3.0,Dépendance,0.0,0.0,,
"50000,00",283.0,"19,14",,,1,2.0,Appartement,20.0,1.0,,
"161670,00",107.0,"22,31",108.0,,2,2.0,Appartement,25.0,1.0,,
"161670,00",105.0,,106.0,"17,84",4,2.0,Appartement,25.0,1.0,,
"161670,00",109.0,"21,49",111.0,,2,2.0,Appartement,30.0,1.0,,
"161670,00",110.0,,117.0,,2,2.0,Appartement,25.0,1.0,,
"103050,00",23.0,,,,1,3.0,Dépendance,0.0,0.0,,
"103050,00",66.0,,67.0,,2,2.0,Appartement,46.0,2.0,,
"103050,00",66.0,,67.0,,2,3.0,Dépendance,0.0,0.0,,
"6000,00",2007.0,,,,1,,,,,,
"19000,00",19.0,,,,1,3.0,Dépendance,0.0,0.0,,
"142950,00",64.0,"45,23",8.0,,2,3.0,Dépendance,0.0,0.0,,
"142950,00",40.0,,,,1,3.0,Dépendance,0.0,0.0,,
"142950,00",64.0,"45,23",8.0,,2,2.0,Appartement,46.0,2.0,,
"12000,00",697.0,,,,1,3.0,Dépendance,0.0,0.0,,
"175000,00",107.0,"38,00",,,1,2.0,Appartement,36.0,2.0,,
"175000,00",106.0,"36,00",,,1,2.0,Appartement,38.0,2.0,,
"140000,00",2.0,"54,00",,,1,4.0,Local industriel. commercial ou assimilé,20.0,0.0,,
"30000,00",,,,,0,,,,,J,4418.0
"30000,00",,,,,0,,,,,AG,2208.0
"117000,00",,,,,0,,,,,S,505.0
"10000,00",,,,,0,,,,,S,491.0
"85000,00",105.0,"55,00",,,1,2.0,Appartement,50.0,2.0,,
"150000,00",155.0,,,,1,3.0,Dépendance,0.0,0.0,,
