Valeur fonciere,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Nature culture,Surface terrain
"55000,00",1.0,,,,1,3.0,Dépendance,0.0,0.0,,
"55000,00",2.0,,,,1,3.0,Dépendance,0.0,0.0,,
"55000,00",3.0,,,,1,3.0,Dépendance,0.0,0.0,,
"55000,00",4.0,,,,1,3.0,Dépendance,0.0,0.0,,
"13500,00",872.0,,,,1,3.0,Dépendance,0.0,0.0,,
"13500,00",871.0,,,,1,3.0,Dépendance,0.0,0.0,,
"13500,00",873.0,,,,1,3.0,Dépendance,0.0,0.0,,
"594,00",,,,,0,,,,,L,276.0
"594,00",,,,,0,,,,,L,467.0
"109228,00",313.0,,,,1,3.0,Dépendance,0.0,0.0,,
"109228,00",187.0,"76,83",188.0,,3,2.0,Appartement,76.0,4.0,,
"109228,00",187.0,"76,83",188.0,,3,3.0,Dépendance,0.0,0.0,,
"109228,00",187.0,"76,83",188.0,,3,3.0,Dépendance,0.0,0.0,,
"115000,00",,,,,0,1.0,Maison,83.0,4.0,S,612.0
"115000,00",,,,,0,1.0,Maison,83.0,4.0,P,306.0
"171500,00",216.0,"70,50",73.0,,2,3.0,Dépendance,0.0,0.0,,
"171500,00",4.0,,,,1,3.0,Dépendance,0.0,0.0,,
"171500,00",216.0,"70,50",73.0,,2,2.0,Appartement,70.0,3.0,,
"210000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,586.0
"210000,00",,,,,0,1.0,Maison,96.0,4.0,S,586.0
"92000,00",93.0,"63,14",94.0,,3,2.0,Appartement,65.0,3.0,,
"92000,00",93.0,"63,14",94.0,,3,3.0,Dépendance,0.0,0.0,,
"92000,00",93.0,"63,14",94.0,,3,3.0,Dépendance,0.0,0.0,,
"72000,00",4.0,"54,60",5.0,,2,2.0,Appartement,68.0,3.0,,
"72000,00",7.0,,,,1,3.0,Dépendance,0.0,0.0,,
"72000,00",,,,,0,,,,,S,186.0
"4240861,00",3.0,,,,1,4.0,Local industriel. commercial ou assimilé,300.0,0.0,,
"4240861,00",3.0,,,,1,4.0,Local industriel. commercial ou assimilé,460.0,0.0,,
"4240861,00",,,,,0,,,,,P,132.0
"100000,00",391.0,,401.0,,3,2.0,Appartement,55.0,3.0,,
"100000,00",391.0,,401.0,,3,3.0,Dépendance,0.0,0.0,,
"100000,00",391.0,,401.0,,3,3.0,Dépendance,0.0,0.0,,
"895600,00",,,,,0,,,,,AB,332.0
"895600,00",,,,,0,4.0,Local industriel. commercial ou assimilé,970.0,0.0,S,2068.0
"895600,00",,,,,0,,,,,S,794.0
"122005,00",122.0,,,,1,3.0,Dépendance,0.0,0.0,,
"122005,00",2.0,"61,94",46.0,,3,3.0,Dépendance,0.0,0.0,,
"122005,00",2.0,"61,94",46.0,,3,3.0,Dépendance,0.0,0.0,,
"122005,00",2.0,"61,94",46.0,,3,2.0,Appartement,66.0,4.0,,
"64000,00",3.0,"41,99",,,1,4.0,Local industriel. commercial ou assimilé,40.0,0.0,,
"100,00",7.0,"7,00",,,1,4.0,Local industriel. commercial ou assimilé,6.0,0.0,,
"100,00",8.0,"5,40",,,1,4.0,Local industriel. commercial ou assimilé,5.0,0.0,,
"49000,00",29.0,,34.0,"22,00",2,2.0,Appartement,23.0,1.0,,
"49000,00",29.0,,34.0,"22,00",2,3.0,Dépendance,0.0,0.0,,
"249000,00",330.0,,340.0,"99,24",2,3.0,Dépendance,0.0,0.0,,
"249000,00",330.0,,340.0,"99,24",2,2.0,Appartement,100.0,4.0,,
"249000,00",305.0,,,,1,3.0,Dépendance,0.0,0.0,,
"30000,00",11.0,,,,1,2.0,Appartement,153.0,3.0,,
"30000,00",11.0,,,,1,3.0,Dépendance,0.0,0.0,,
"30000,00",11.0,,,,1,3.0,Dépendance,0.0,0.0,,
"350000,00",10.0,,6.0,,3,2.0,Appartement,159.0,5.0,,
"350000,00",10.0,,6.0,,3,3.0,Dépendance,0.0,0.0,,
"350000,00",10.0,,6.0,,3,3.0,Dépendance,0.0,0.0,,
"350000,00",4.0,,,,1,3.0,Dépendance,0.0,0.0,,
"350000,00",3.0,,,,1,3.0,Dépendance,0.0,0.0,,
"223250,00",18.0,"103,46",33.0,,3,3.0,Dépendance,0.0,0.0,,
"223250,00",18.0,"103,46",33.0,,3,3.0,Dépendance,0.0,0.0,,
"223250,00",18.0,"103,46",33.0,,3,2.0,Appartement,100.0,3.0,,
"150000,00",14.0,,,,1,3.0,Dépendance,0.0,0.0,,
"150000,00",146.0,,96.0,,2,2.0,Appartement,67.0,3.0,,
"150000,00",146.0,,96.0,,2,3.0,Dépendance,0.0,0.0,,
"328000,00",40.0,"148,76",,,1,2.0,Appartement,145.0,5.0,,
"328000,00",10.0,,,,1,3.0,Dépendance,0.0,0.0,,
"328000,00",9.0,,,,1,3.0,Dépendance,0.0,0.0,,
"328000,00",40.0,"148,76",,,1,3.0,Dépendance,0.0,0.0,,
"328000,00",40.0,"148,76",,,1,3.0,Dépendance,0.0,0.0,,
"328000,00",40.0,"148,76",,,1,3.0,Dépendance,0.0,0.0,,
"328000,00",21.0,,,,1,3.0,Dépendance,0.0,0.0,,
"254500,00",,,,,0,1.0,Maison,93.0,4.0,S,531.0
"173010,00",131.0,,132.0,,2,3.0,Dépendance,0.0,0.0,,
"173010,00",131.0,,132.0,,2,2.0,Appartement,76.0,4.0,,
"3600,00",313.0,,,,1,3.0,Dépendance,0.0,0.0,,
"77000,00",28.0,"30,69",,,1,2.0,Appartement,30.0,1.0,,
"77000,00",70.0,,,,1,3.0,Dépendance,0.0,0.0,,
"235000,00",18.0,,24.0,,6,3.0,Dépendance,0.0,0.0,,
"235000,00",18.0,,24.0,,6,3.0,Dépendance,0.0,0.0,,
"235000,00",18.0,,24.0,,6,3.0,Dépendance,0.0,0.0,,
"235000,00",18.0,,24.0,,6,3.0,Dépendance,0.0,0.0,,
"235000,00",18.0,,24.0,,6,2.0,Appartement,98.0,3.0,,
"235000,00",33.0,,,,1,3.0,Dépendance,0.0,0.0,,
"77900,00",18.0,,43.0,"33,60",2,3.0,Dépendance,0.0,0.0,,
"77900,00",76.0,,,,1,3.0,Dépendance,0.0,0.0,,
"77900,00",18.0,,43.0,"33,60",2,2.0,Appartement,33.0,1.0,,
"120000,00",7.0,,77.0,"83,53",2,3.0,Dépendance,0.0,0.0,,
"120000,00",7.0,,77.0,"83,53",2,2.0,Appartement,79.0,5.0,,
"180000,00",162.0,,179.0,"104,58",2,2.0,Appartement,109.0,6.0,,
"180000,00",162.0,,179.0,"104,58",2,3.0,Dépendance,0.0,0.0,,
"6000,00",2032.0,,,,1,,,,,,
"104200,00",4.0,"57,38",,,1,3.0,Dépendance,0.0,0.0,,
"104200,00",4.0,"57,38",,,1,2.0,Appartement,58.0,3.0,,
"161500,00",73.0,,,,1,3.0,Dépendance,0.0,0.0,,
"161500,00",67.0,"58,00",,,1,2.0,Appartement,59.0,3.0,,
"109000,00",16.0,"48,74",17.0,,2,2.0,Appartement,48.0,2.0,,
"109000,00",16.0,"48,74",17.0,,2,3.0,Dépendance,0.0,0.0,,
"109000,00",16.0,"48,74",17.0,,2,3.0,Dépendance,0.0,0.0,,
"270600,00",129.0,,140.0,"108,09",2,3.0,Dépendance,0.0,0.0,,
"270600,00",129.0,,140.0,"108,09",2,2.0,Appartement,108.0,5.0,,
"270600,00",108.0,,,,1,3.0,Dépendance,0.0,0.0,,
"270600,00",183.0,,,,1,3.0,Dépendance,0.0,0.0,,
"37500,00",19.0,,,,1,3.0,Dépendance,0.0,0.0,,
"37500,00",22.0,,,,1,3.0,Dépendance,0.0,0.0,,
"92000,00",,,,,0,,,,,S,34.0
"92000,00",,,,,0,,,,,P,617.0
"296500,00",7.0,,,,1,3.0,Dépendance,0.0,0.0,,
"296500,00",51.0,"94,15",,,1,2.0,Appartement,94.0,4.0,,
"200000,00",,,,,0,1.0,Maison,65.0,3.0,S,240.0
"200000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,240.0
"67900,00",2.0,"17,35",,,1,2.0,Appartement,20.0,1.0,,
"295000,00",810.0,,,,1,,,,,,
"295000,00",214.0,,,,1,,,,,,
"96370,00",34.0,"30,23",,,1,2.0,Appartement,30.0,2.0,,
"96370,00",95.0,,,,1,3.0,Dépendance,0.0,0.0,,
"389500,00",14.0,,,,1,3.0,Dépendance,0.0,0.0,,
"389500,00",14.0,,6.0,,2,3.0,Dépendance,0.0,0.0,,
"389500,00",14.0,,23.0,,2,3.0,Dépendance,0.0,0.0,,
"389500,00",13.0,"142,02",14.0,,3,2.0,Appartement,141.0,5.0,,
"87300,00",24.0,,,,1,2.0,Appartement,41.0,1.0,,
"170000,00",15.0,,9.0,,2,3.0,Dépendance,0.0,0.0,,
"170000,00",15.0,,9.0,,2,2.0,Appartement,78.0,4.0,,
"170000,00",1.0,,,,1,3.0,Dépendance,0.0,0.0,,
"170000,00",7.0,,,,1,3.0,Dépendance,0.0,0.0,,
"48500,00",50.0,,51.0,,2,2.0,Appartement,21.0,2.0,,
"404800,00",11.0,,17.0,,4,4.0,Local industriel. commercial ou assimilé,237.0,0.0,,
"114000,00",15.0,,,,1,2.0,Appartement,45.0,2.0,,
"114000,00",50.0,,,,1,3.0,Dépendance,0.0,0.0,,
"114000,00",15.0,,,,1,3.0,Dépendance,0.0,0.0,,
"178600,00",27.0,"72,44",99.0,,2,3.0,Dépendance,0.0,0.0,,
"178600,00",54.0,,,,1,3.0,Dépendance,0.0,0.0,,
"178600,00",27.0,"72,44",99.0,,2,2.0,Appartement,72.0,3.0,,
"67000,00",119.0,"26,60",52.0,,2,3.0,Dépendance,0.0,0.0,,
"67000,00",182.0,,,,1,3.0,Dépendance,0.0,0.0,,
"67000,00",119.0,"26,60",52.0,,2,2.0,Appartement,26.0,1.0,,
"258050,00",23.0,,30.0,"97,22",2,2.0,Appartement,97.0,4.0,,
"258050,00",12.0,,,,1,3.0,Dépendance,0.0,0.0,,
"258050,00",13.0,,,,1,3.0,Dépendance,0.0,0.0,,
"258050,00",23.0,,30.0,"97,22",2,3.0,Dépendance,0.0,0.0,,
"145470,00",41.0,"87,31",87.0,,2,2.0,Appartement,87.0,4.0,,
"145470,00",41.0,"87,31",87.0,,2,3.0,Dépendance,0.0,0.0,,
"100000,00",109.0,"88,88",95.0,,2,3.0,Dépendance,0.0,0.0,,
"100000,00",109.0,"88,88",95.0,,2,2.0,Appartement,89.0,5.0,,
"100000,00",139.0,,,,1,3.0,Dépendance,0.0,0.0,,
"100000,00",109.0,"88,88",95.0,,2,3.0,Dépendance,0.0,0.0,,
"118000,00",23.0,"60,95",,,1,2.0,Appartement,62.0,3.0,,
"118000,00",61.0,,,,1,3.0,Dépendance,0.0,0.0,,
"58000,00",550.0,,573.0,"22,64",2,2.0,Appartement,23.0,1.0,,
"58000,00",550.0,,573.0,"22,64",2,3.0,Dépendance,0.0,0.0,,
"130000,00",11.0,,8.0,"78,13",2,2.0,Appartement,77.0,3.0,,
"130000,00",11.0,,8.0,"78,13",2,3.0,Dépendance,0.0,0.0,,
"164000,00",211.0,,230.0,"62,23",2,2.0,Appartement,63.0,3.0,,
"164000,00",211.0,,230.0,"62,23",2,3.0,Dépendance,0.0,0.0,,
"164000,00",865.0,"11,62",,,1,3.0,Dépendance,0.0,0.0,,
"164000,00",650.0,"15,29",,,1,3.0,Dépendance,0.0,0.0,,
"125000,00",127.0,"40,20",82.0,,3,3.0,Dépendance,0.0,0.0,,
"125000,00",127.0,"40,20",82.0,,3,2.0,Appartement,40.0,2.0,,
"125000,00",127.0,"40,20",82.0,,3,3.0,Dépendance,0.0,0.0,,
"125000,00",34.0,,,,1,3.0,Dépendance,0.0,0.0,,
"52500,00",45.0,"64,40",,,1,2.0,Appartement,66.0,5.0,,
"52500,00",45.0,"64,40",,,1,3.0,Dépendance,0.0,0.0,,
"52500,00",45.0,"64,40",,,1,3.0,Dépendance,0.0,0.0,,
"14000,00",,,,,0,,,,,VI,1016.0
"14000,00",,,,,0,,,,,VE,949.0
"470000,00",,,,,0,2.0,Appartement,31.0,2.0,S,315.0
"470000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,315.0
"470000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,315.0
"470000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,315.0
"470000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,315.0
"470000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,315.0
"470000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,315.0
"470000,00",,,,,0,2.0,Appartement,53.0,2.0,S,315.0
"470000,00",,,,,0,2.0,Appartement,46.0,2.0,S,315.0
"470000,00",,,,,0,2.0,Appartement,47.0,1.0,S,315.0
"470000,00",,,,,0,2.0,Appartement,25.0,1.0,S,315.0
"470000,00",,,,,0,2.0,Appartement,52.0,2.0,S,315.0
"470000,00",,,,,0,2.0,Appartement,39.0,2.0,S,315.0
"470000,00",,,,,0,2.0,Appartement,49.0,3.0,S,315.0
"470000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,315.0
"470000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,315.0
"470000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,315.0
"470000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,315.0
"33000,00",179.0,,,,1,3.0,Dépendance,0.0,0.0,,
"247200,00",12.0,"91,05",21.0,,4,3.0,Dépendance,0.0,0.0,,
"247200,00",12.0,"91,05",21.0,,4,2.0,Appartement,85.0,4.0,,
"247200,00",12.0,"91,05",21.0,,4,3.0,Dépendance,0.0,0.0,,
"54000,00",2191.0,,2192.0,,3,3.0,Dépendance,0.0,0.0,,
"54000,00",2191.0,,2192.0,,3,3.0,Dépendance,0.0,0.0,,
"54000,00",2191.0,,2192.0,,3,2.0,Appartement,37.0,2.0,,
"25000,00",11.0,,6.0,,2,3.0,Dépendance,0.0,0.0,,
"250000,00",,,,,0,1.0,Maison,75.0,4.0,S,278.0
"250000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,278.0
"250000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,278.0
"100000,00",276.0,,,,1,3.0,Dépendance,0.0,0.0,,
"100000,00",128.0,,140.0,,2,2.0,Appartement,40.0,2.0,,
"100000,00",24.0,,,,1,3.0,Dépendance,0.0,0.0,,
"114000,00",28.0,,39.0,"45,20",2,2.0,Appartement,45.0,2.0,,
"114000,00",68.0,,,,1,3.0,Dépendance,0.0,0.0,,
"114000,00",28.0,,39.0,"45,20",2,3.0,Dépendance,0.0,0.0,,
"400000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,900.0
"400000,00",,,,,0,1.0,Maison,141.0,6.0,S,900.0
"107350,00",11.0,,,,1,3.0,Dépendance,0.0,0.0,,
"107350,00",1.0,"48,50",3.0,,3,2.0,Appartement,48.0,2.0,,
"107350,00",1.0,"48,50",3.0,,3,3.0,Dépendance,0.0,0.0,,
"107350,00",1.0,"48,50",3.0,,3,3.0,Dépendance,0.0,0.0,,
"1800000,00",,,,,0,4.0,Local industriel. commercial ou assimilé,2660.0,0.0,S,10000.0
"94740,00",74.0,,96.0,"37,74",2,2.0,Appartement,38.0,2.0,,
"94740,00",74.0,,96.0,"37,74",2,3.0,Dépendance,0.0,0.0,,
"124500,00",3.0,"36,92",,,1,2.0,Appartement,35.0,2.0,,
"140000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,495.0
"140000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,495.0
"140000,00",,,,,0,1.0,Maison,64.0,3.0,S,495.0
"140000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,495.0
"115000,00",9.0,"50,05",,,1,2.0,Appartement,50.0,2.0,,
"115000,00",29.0,,,,1,3.0,Dépendance,0.0,0.0,,
"115000,00",9.0,"50,05",,,1,3.0,Dépendance,0.0,0.0,,
"77850,00",49.0,,,,1,3.0,Dépendance,0.0,0.0,,
"77850,00",56.0,,,,1,2.0,Appartement,90.0,5.0,,
"70396,00",226.0,,246.0,,2,3.0,Dépendance,0.0,0.0,,
"70396,00",226.0,,246.0,,2,2.0,Appartement,55.0,3.0,,
"62250,00",636.0,,,,1,3.0,Dépendance,0.0,0.0,,
"62250,00",640.0,"24,86",,,1,2.0,Appartement,25.0,1.0,,
"115000,00",3.0,"63,23",9.0,,2,3.0,Dépendance,0.0,0.0,,
"115000,00",3.0,"63,23",9.0,,2,2.0,Appartement,67.0,3.0,,
"125000,00",202.0,,,,1,3.0,Dépendance,0.0,0.0,,
"125000,00",139.0,,151.0,"68,38",2,3.0,Dépendance,0.0,0.0,,
"125000,00",139.0,,151.0,"68,38",2,2.0,Appartement,72.0,4.0,,
"177350,00",1.0,"33,67",,,1,2.0,Appartement,34.0,1.0,,
"177350,00",1.0,"33,67",,,1,3.0,Dépendance,0.0,0.0,,
"177350,00",2.0,"33,41",,,1,2.0,Appartement,34.0,1.0,,
"94500,00",780.0,"34,23",855.0,,2,2.0,Appartement,34.0,2.0,,
"94500,00",736.0,,,,1,3.0,Dépendance,0.0,0.0,,
"94500,00",780.0,"34,23",855.0,,2,3.0,Dépendance,0.0,0.0,,
"1,00",51.0,,,,1,3.0,Dépendance,0.0,0.0,,
"137680,00",245.0,,255.0,"67,73",2,3.0,Dépendance,0.0,0.0,,
"137680,00",245.0,,255.0,"67,73",2,2.0,Appartement,76.0,4.0,,
"137680,00",408.0,,,,1,3.0,Dépendance,0.0,0.0,,
"128500,00",117.0,"48,87",,,1,2.0,Appartement,48.0,2.0,,
"128500,00",106.0,,,,1,3.0,Dépendance,0.0,0.0,,
"105500,00",258.0,,,,1,3.0,Dépendance,0.0,0.0,,
"105500,00",75.0,"79,85",76.0,,2,3.0,Dépendance,0.0,0.0,,
"105500,00",75.0,"79,85",76.0,,2,2.0,Appartement,81.0,5.0,,
"157000,00",108.0,"71,27",92.0,,2,2.0,Appartement,72.0,3.0,,
"157000,00",108.0,"71,27",92.0,,2,3.0,Dépendance,0.0,0.0,,
"157000,00",212.0,,,,1,3.0,Dépendance,0.0,0.0,,
"173500,00",2.0,,,,1,,,,,,
"301000,00",41.0,,93.0,"111,46",2,2.0,Appartement,112.0,5.0,,
"301000,00",41.0,,93.0,"111,46",2,3.0,Dépendance,0.0,0.0,,
"301000,00",41.0,,93.0,"111,46",2,3.0,Dépendance,0.0,0.0,,
"301000,00",17.0,,,,1,3.0,Dépendance,0.0,0.0,,
"301000,00",18.0,,,,1,3.0,Dépendance,0.0,0.0,,
"106700,00",287.0,,303.0,"56,00",2,3.0,Dépendance,0.0,0.0,,
"106700,00",287.0,,303.0,"56,00",2,2.0,Appartement,64.0,3.0,,
"17435,00",,,,,0,,,,,AB,3487.0
"98200,00",210.0,,,,1,3.0,Dépendance,0.0,0.0,,
"98200,00",38.0,,82.0,"56,82",2,3.0,Dépendance,0.0,0.0,,
"98200,00",38.0,,82.0,"56,82",2,2.0,Appartement,53.0,3.0,,
"87900,00",133.0,,153.0,"57,08",2,2.0,Appartement,64.0,3.0,,
"87900,00",133.0,,153.0,"57,08",2,3.0,Dépendance,0.0,0.0,,
"53700,00",77.0,,,,1,3.0,Dépendance,0.0,0.0,,
"53700,00",131.0,"25,96",,,1,2.0,Appartement,25.0,1.0,,
"15000,00",,,,,0,,,,,S,153.0
"57000,00",11.0,,14.0,"68,50",2,3.0,Dépendance,0.0,0.0,,
"57000,00",11.0,,14.0,"68,50",2,2.0,Appartement,68.0,3.0,,
"292000,00",,,,,0,1.0,Maison,109.0,4.0,S,411.0
"104550,00",303.0,,,,1,3.0,Dépendance,0.0,0.0,,
"104550,00",129.0,"56,98",149.0,,2,3.0,Dépendance,0.0,0.0,,
"104550,00",129.0,"56,98",149.0,,2,3.0,Dépendance,0.0,0.0,,
"104550,00",129.0,"56,98",149.0,,2,2.0,Appartement,55.0,3.0,,
"80000,00",3.0,"31,61",,,1,2.0,Appartement,31.0,1.0,,
"86550,00",179.0,,189.0,"57,44",2,3.0,Dépendance,0.0,0.0,,
"86550,00",179.0,,189.0,"57,44",2,2.0,Appartement,64.0,3.0,,
"88500,00",163.0,"66,73",164.0,,2,3.0,Dépendance,0.0,0.0,,
"88500,00",163.0,"66,73",164.0,,2,2.0,Appartement,66.0,4.0,,
"88500,00",804.0,,,,1,3.0,Dépendance,0.0,0.0,,
"12000,00",2029.0,,,,1,,,,,,
"12000,00",2028.0,,,,1,,,,,,
"207000,00",3.0,,,,1,3.0,Dépendance,0.0,0.0,,
"207000,00",70.0,,,,1,3.0,Dépendance,0.0,0.0,,
"207000,00",15.0,"80,02",,,1,2.0,Appartement,80.0,4.0,,
"88000,00",13.0,"58,51",20.0,,3,3.0,Dépendance,0.0,0.0,,
"88000,00",13.0,"58,51",20.0,,3,3.0,Dépendance,0.0,0.0,,
"88000,00",13.0,"58,51",20.0,,3,2.0,Appartement,58.0,3.0,,
"88000,00",1.0,,,,1,3.0,Dépendance,0.0,0.0,,
"305900,00",152.0,,155.0,,4,2.0,Appartement,137.0,6.0,,
"305900,00",152.0,,155.0,,4,3.0,Dépendance,0.0,0.0,,
"305900,00",152.0,,155.0,,4,3.0,Dépendance,0.0,0.0,,
"305900,00",152.0,,155.0,,4,3.0,Dépendance,0.0,0.0,,
"305900,00",175.0,,,,1,3.0,Dépendance,0.0,0.0,,
"142000,00",2.0,"66,25",6.0,,2,4.0,Local industriel. commercial ou assimilé,67.0,0.0,,
"82000,00",10.0,,15.0,"67,07",3,4.0,Local industriel. commercial ou assimilé,130.0,0.0,,
"82000,00",51.0,,,,1,3.0,Dépendance,0.0,0.0,,
"50000,00",,,,,0,,,,,AG,186.0
"50000,00",,,,,0,,,,,AG,220.0
"4000,00",,,,,0,4.0,Local industriel. commercial ou assimilé,0.0,0.0,S,280.0
"270000,00",9.0,,,,1,3.0,Dépendance,0.0,0.0,,
"270000,00",22.0,"81,03",,,1,2.0,Appartement,81.0,4.0,,
"270000,00",28.0,,,,1,3.0,Dépendance,0.0,0.0,,
"194450,00",15.0,,,,1,3.0,Dépendance,0.0,0.0,,
"194450,00",23.0,"68,93",,,1,2.0,Appartement,68.0,3.0,,
"114800,00",,,,,0,,,,,P,700.0
"22650,00",,,,,0,,,,,BT,549.0
"112260,00",2029.0,"53,23",2030.0,,3,3.0,Dépendance,0.0,0.0,,
"112260,00",2228.0,,,,1,3.0,Dépendance,0.0,0.0,,
"112260,00",2029.0,"53,23",2030.0,,3,2.0,Appartement,53.0,3.0,,
"112260,00",2029.0,"53,23",2030.0,,3,3.0,Dépendance,0.0,0.0,,
"21700,00",68.0,,,,1,3.0,Dépendance,0.0,0.0,,
"131000,00",21.0,"72,15",6.0,,2,2.0,Appartement,72.0,3.0,,
"131000,00",15.0,,,,1,3.0,Dépendance,0.0,0.0,,
"131000,00",21.0,"72,15",6.0,,2,3.0,Dépendance,0.0,0.0,,
"50000,00",107.0,"83,85",39.0,,2,2.0,Appartement,85.0,4.0,,
"50000,00",107.0,"83,85",39.0,,2,3.0,Dépendance,0.0,0.0,,
"77480,00",19.0,,,,1,3.0,Dépendance,0.0,0.0,,
"77480,00",48.0,,55.0,"26,49",2,2.0,Appartement,26.0,1.0,,
"77480,00",48.0,,55.0,"26,49",2,3.0,Dépendance,0.0,0.0,,
"86500,00",145.0,,243.0,,4,4.0,Local industriel. commercial ou assimilé,62.0,0.0,,
"134000,00",12.0,,34.0,,4,2.0,Appartement,74.0,4.0,,
"134000,00",12.0,,34.0,,4,3.0,Dépendance,0.0,0.0,,
"370000,00",,,,,0,,,,,P,393.0
"370000,00",,,,,0,,,,,VE,21.0
"370000,00",,,,,0,,,,,VE,25.0
"370000,00",,,,,0,,,,,VE,32.0
"370000,00",,,,,0,1.0,Maison,150.0,6.0,S,1363.0
"49400,00",12.0,,14.0,,2,2.0,Appartement,20.0,1.0,,
"49400,00",12.0,,14.0,,2,3.0,Dépendance,0.0,0.0,,
"73000,00",100.0,,110.0,,4,4.0,Local industriel. commercial ou assimilé,58.0,0.0,,
"66000,00",158.0,,159.0,,3,3.0,Dépendance,0.0,0.0,,
"66000,00",299.0,,,,1,3.0,Dépendance,0.0,0.0,,
"66000,00",158.0,,159.0,,3,2.0,Appartement,27.0,1.0,,
"66000,00",158.0,,159.0,,3,3.0,Dépendance,0.0,0.0,,
"26000,00",79.0,,,,1,4.0,Local industriel. commercial ou assimilé,9.0,0.0,,
"26000,00",78.0,,,,1,4.0,Local industriel. commercial ou assimilé,9.0,0.0,,
"80000,00",259.0,,272.0,,2,2.0,Appartement,64.0,3.0,,
"80000,00",259.0,,272.0,,2,3.0,Dépendance,0.0,0.0,,
"181000,00",53.0,,,,1,,,,,,
"181000,00",42.0,,,,1,,,,,,
"181000,00",19.0,,,,1,,,,,,
"240000,00",62.0,"86,81",85.0,,2,3.0,Dépendance,0.0,0.0,,
"240000,00",111.0,,62.0,"86,81",3,3.0,Dépendance,0.0,0.0,,
"240000,00",62.0,"86,81",85.0,,2,2.0,Appartement,87.0,3.0,,
"111000,00",71.0,"69,60",,,1,4.0,Local industriel. commercial ou assimilé,60.0,0.0,,
"208000,00",28.0,,46.0,"63,64",2,2.0,Appartement,63.0,1.0,,
"208000,00",13.0,,,,1,3.0,Dépendance,0.0,0.0,,
"208000,00",28.0,,46.0,"63,64",2,3.0,Dépendance,0.0,0.0,,
"14000,00",5.0,,,,1,3.0,Dépendance,0.0,0.0,,
"305000,00",112.0,"104,87",17.0,,2,2.0,Appartement,105.0,5.0,,
"305000,00",112.0,"104,87",17.0,,2,3.0,Dépendance,0.0,0.0,,
"135700,00",908.0,,,,1,3.0,Dépendance,0.0,0.0,,
"135700,00",193.0,"78,90",238.0,,2,2.0,Appartement,84.0,4.0,,
"135700,00",708.0,,,,1,3.0,Dépendance,0.0,0.0,,
"135700,00",193.0,"78,90",238.0,,2,3.0,Dépendance,0.0,0.0,,
"114680,00",10.0,,23.0,"50,26",2,2.0,Appartement,47.0,2.0,,
"83000,00",301.0,"65,45",317.0,,3,2.0,Appartement,78.0,3.0,,
"83000,00",301.0,"65,45",317.0,,3,3.0,Dépendance,0.0,0.0,,
"143400,00",54.0,,,,1,3.0,Dépendance,0.0,0.0,,
"143400,00",25.0,"92,25",35.0,,2,2.0,Appartement,88.0,4.0,,
"143400,00",25.0,"92,25",35.0,,2,3.0,Dépendance,0.0,0.0,,
"143400,00",25.0,"92,25",35.0,,2,3.0,Dépendance,0.0,0.0,,
"55600,00",14.0,"22,81",34.0,,2,2.0,Appartement,25.0,1.0,,
"55600,00",14.0,"22,81",34.0,,2,3.0,Dépendance,0.0,0.0,,
"55600,00",14.0,"22,81",34.0,,2,3.0,Dépendance,0.0,0.0,,
"17500,00",330.0,,,,1,3.0,Dépendance,0.0,0.0,,
"110000,00",53.0,,95.0,"40,28",2,2.0,Appartement,41.0,2.0,,
"110000,00",9.0,,,,1,3.0,Dépendance,0.0,0.0,,
"110000,00",53.0,,95.0,"40,28",2,3.0,Dépendance,0.0,0.0,,
"500000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,765.0
"500000,00",,,,,0,4.0,Local industriel. commercial ou assimilé,146.0,0.0,S,765.0
"500000,00",,,,,0,2.0,Appartement,142.0,5.0,S,765.0
